English Name_Nom anglais,French Name_Nom français,Scientific Name_Nom scientifique,Taxonomic Sort Order _Ordre de tri taxonomique,Species Occurrence in Canada _Occurrence de l'espèce au Canada,Approx % population change (base year-2016)_Variation approx en % de la population (année de base-2016),Population change category_ Catégorie de la variation de la population ,Data Source _Source de données,Regularly Occurring Native Species (included in analyses) _Espèce indigène régulièrement présente (incluse dans les analyses),Species Whose Range Expanded Into Canada Since 1970 (excluded from indicators) _Espèces dont l'aire de répartition s'est étendue au Canada depuis 1970 (exclus des indicateurs),Waterfowl _Sauvagine,Birds of Prey _Oiseaux de proie,Wetland Birds _Oiseaux de milieux humides,"Seabirds (includes all 58 seabird species - all species other than those with the data source indicating ""No acceptable data for indicator"" are included in the Canadian Nesting Seabirds indicator) _Oiseaux de mer (comprend les 58 espèces d'oiseaux de mer - toutes les espèces sauf celles qui ont comme source de données « Aucune donnée acceptable pour l'indicateur » sont incluses dans l'indicateur des oiseaux de mer nichant au Canada)",Forest Birds _Oiseaux forestiers,All Other Birds _Tous les autres oiseaux,Shorebirds _Oiseaux de rivage,Grassland Birds _Oiseaux de prairie,Aerial Insectivores _Insectivores aériens,Waterfowl and Wetland Birds - Goose species _Sauvagine et oiseaux de milieux humides - espèces d'oies,Waterfowl and Wetland Birds - Duck Species _Sauvagine et oiseaux de milieux humides - espèces de canards,Grassland Birds - Species Dependent On Native  Grassland _Oiseaux de prairie - espèces dépendantes des prairies indigènes,Grassland Birds - Species Tolerant Of Agriculture _Oiseaux de prairie - espèces tolérantes des paysages agricoles,Shorebirds - Long-distance Migrants _Oiseaux de rivage migrant sur de grandes distances,Shorebirds - Short-distance Migrants _Oiseaux de rivage migrant sur de courtes distances,Forest Birds - Species Wintering In South America _Oiseaux forestiers - espèces hivernant en Amérique du Sud,Forest Birds - Species Wintering In Canada _Oiseaux forestiers - espèces hivernant au Canada,Forest Birds - Forest Crop Specialists _Oiseaux forestiers - spécialistes de graines et de fruits d'arbres,
Ruddy Turnstone,Tournepierre à collier,Arenaria interpres,481,Regular Breeder_Espèce qui niche régulièrement,-85.4,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Black Turnstone,Tournepierre noir,Arenaria melanocephala,482,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,-41.8,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Red Knot,Bécasseau maubèche,Calidris canutus,484,Regular Breeder_Espèce qui niche régulièrement,-89.7,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Surfbird,Bécasseau du ressac,Calidris virgata,485,Regular Breeder_Espèce qui niche régulièrement,-12.7,Stable_Stables,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Ruff,Combattant varié,Calidris pugnax,486,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Sharp-tailed Sandpiper,Bécasseau à queue pointue,Calidris acuminata,488,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Stilt Sandpiper,Bécasseau à échasses,Calidris himantopus,489,Regular Breeder_Espèce qui niche régulièrement,-45.6,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Sanderling,Bécasseau sanderling,Calidris alba,495,Regular Breeder_Espèce qui niche régulièrement,-75.9,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Dunlin,Bécasseau variable,Calidris alpina,496,Regular Breeder_Espèce qui niche régulièrement,-35.2,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Rock Sandpiper,Bécasseau des Aléoutiennes,Calidris ptilocnemis,497,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,237,Increasing_Augmentation,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Purple Sandpiper,Bécasseau violet,Calidris maritima,498,Regular Breeder_Espèce qui niche régulièrement,-43.1,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Baird's Sandpiper,Bécasseau de Baird,Calidris bairdii,499,Regular Breeder_Espèce qui niche régulièrement,55,Increasing_Augmentation,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Least Sandpiper,Bécasseau minuscule,Calidris minutilla,501,Regular Breeder_Espèce qui niche régulièrement,-12.5,Stable_Stables,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
White-rumped Sandpiper,Bécasseau à croupion blanc,Calidris fuscicollis,502,Regular Breeder_Espèce qui niche régulièrement,48.1,Increasing_Augmentation,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Buff-breasted Sandpiper,Bécasseau roussâtre,Calidris subruficollis,503,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Pectoral Sandpiper,Bécasseau à poitrine cendrée,Calidris melanotos,504,Regular Breeder_Espèce qui niche régulièrement,-52.9,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Semipalmated Sandpiper,Bécasseau semipalmé,Calidris pusilla,505,Regular Breeder_Espèce qui niche régulièrement,-70.1,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Western Sandpiper,Bécasseau d'Alaska,Calidris mauri,506,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,-53.7,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Short-billed Dowitcher,Bécassin roux,Limnodromus griseus,507,Regular Breeder_Espèce qui niche régulièrement,-64.9,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Long-billed Dowitcher,Bécassin à long bec,Limnodromus scolopaceus,508,Regular Breeder_Espèce qui niche régulièrement,-81.6,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,Included_Inclus,,,,,
American Woodcock,Bécasse d'Amérique,Scolopax minor,511,Regular Breeder_Espèce qui niche régulièrement,-33.6,Decreasing_Diminution,AMWO SGS_Inv BEAM,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Wilson's Snipe,Bécassine de Wilson,Gallinago delicata,515,Regular Breeder_Espèce qui niche régulièrement,23.8,Stable_Stables,BBS,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Spotted Sandpiper,Chevalier grivelé,Actitis macularius,518,Regular Breeder_Espèce qui niche régulièrement,-57.4,Decreasing_Diminution,BBS,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Solitary Sandpiper,Chevalier solitaire,Tringa solitaria,520,Regular Breeder_Espèce qui niche régulièrement,-4.99,Stable_Stables,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,Included_Inclus,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Wandering Tattler,Chevalier errant,Tringa incana,522,Regular Breeder_Espèce qui niche régulièrement,-89,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Lesser Yellowlegs,Petit Chevalier,Tringa flavipes,523,Regular Breeder_Espèce qui niche régulièrement,-67.3,Decreasing_Diminution,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,Included_Inclus,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Willet,Chevalier semipalmé,Tringa semipalmata,524,Regular Breeder_Espèce qui niche régulièrement,-33.2,Decreasing_Diminution,BBS,Included_Inclus,,,,,,,,Included_Inclus,Included_Inclus,,,,,Included_Inclus,,Included_Inclus,,,,
Greater Yellowlegs,Grand Chevalier,Tringa melanoleuca,527,Regular Breeder_Espèce qui niche régulièrement,23.5,Stable_Stables,Shorebird Surveys_Inventaires Oiseaux de rivage,Included_Inclus,,,,,,Included_Inclus,,Included_Inclus,,,,,,,Included_Inclus,,,,,
Wilson's Phalarope,Phalarope de Wilson,Phalaropus tricolor,531,Regular Breeder_Espèce qui niche régulièrement,63,Increasing_Augmentation,BBS,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Red-necked Phalarope,Phalarope à bec étroit,Phalaropus lobatus,532,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Red Phalarope,Phalarope à bec large,Phalaropus fulicarius,533,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,,,Included_Inclus,,,,,,,,Included_Inclus,,,,
Great Skua,Grand Labbe,Stercorarius skua,536,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
South Polar Skua,Labbe de McCormick,Stercorarius maccormicki,537,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Pomarine Jaeger,Labbe pomarin,Stercorarius pomarinus,538,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Parasitic Jaeger,Labbe parasite,Stercorarius parasiticus,539,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Long-tailed Jaeger,Labbe à longue queue,Stercorarius longicaudus,540,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Dovekie,Mergule nain,Alle alle,541,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Common Murre,Guillemot marmette,Uria aalge,542,Regular Breeder_Espèce qui niche régulièrement,5.08,Stable_Stables,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Thick-billed Murre,Guillemot de Brünnich,Uria lomvia,543,Regular Breeder_Espèce qui niche régulièrement,0.305,Stable_Stables,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Razorbill,Petit Pingouin,Alca torda,544,Regular Breeder_Espèce qui niche régulièrement,1120,Increasing_Augmentation,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Black Guillemot,Guillemot à miroir,Cepphus grylle,546,Regular Breeder_Espèce qui niche régulièrement,161,Increasing_Augmentation,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Great Auk,Grand Pingouin,Pinguinus impennis,546,Extinct or Extirpated_Disparue ou disparue du pays,,,No acceptable data available_On ne dispose pas de données acceptables,,,,,,,,,,,,,,,,,,,,,
Pigeon Guillemot,Guillemot colombin,Cepphus columba,547,Regular Breeder_Espèce qui niche régulièrement,-7.54,Stable_Stables,CBC NA_RON AmN,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Marbled Murrelet,Guillemot marbré,Brachyramphus marmoratus,549,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,,Included_Inclus,,,,,,,,,,,,Included_Inclus,,
Scripps's Murrelet,Guillemot de Scripps,Synthliboramphus scrippsi,551,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Ancient Murrelet,Guillemot à cou blanc,Synthliboramphus antiquus,554,Regular Breeder_Espèce qui niche régulièrement,50.4,Increasing_Augmentation,Seabird Colonies - West_Colonies oiseaux de mer - Ouest,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Cassin's Auklet,Starique de Cassin,Ptychoramphus aleuticus,555,Regular Breeder_Espèce qui niche régulièrement,19.9,Stable_Stables,Seabird Colonies - West_Colonies oiseaux de mer - Ouest,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Parakeet Auklet,Starique perroquet,Aethia psittacula,556,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Rhinoceros Auklet,Macareux rhinocéros,Cerorhinca monocerata,560,Regular Breeder_Espèce qui niche régulièrement,-5.41,Stable_Stables,Seabird Colonies - West_Colonies oiseaux de mer - Ouest,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Atlantic Puffin,Macareux moine,Fratercula arctica,561,Regular Breeder_Espèce qui niche régulièrement,153,Increasing_Augmentation,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Horned Puffin,Macareux cornu,Fratercula corniculata,562,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Tufted Puffin,Macareux huppé,Fratercula cirrhata,563,Regular Breeder_Espèce qui niche régulièrement,-6.3,Stable_Stables,Seabird Colonies - West_Colonies oiseaux de mer - Ouest,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Black-legged Kittiwake,Mouette tridactyle,Rissa tridactyla,565,Regular Breeder_Espèce qui niche régulièrement,-53.1,Decreasing_Diminution,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Ivory Gull,Mouette blanche,Pagophila eburnea,567,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Sabine's Gull,Mouette de Sabine,Xema sabini,568,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Bonaparte's Gull,Mouette de Bonaparte,Chroicocephalus philadelphia,569,Regular Breeder_Espèce qui niche régulièrement,86.8,Increasing_Augmentation,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Black-headed Gull,Mouette rieuse,Chroicocephalus ridibundus,571,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Little Gull,Mouette pygmée,Hydrocoloeus minutus,572,Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Ross's Gull,Mouette rosée,Rhodostethia rosea,573,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Laughing Gull,Mouette atricille,Leucophaeus atricilla,575,Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Franklin's Gull,Mouette de Franklin,Leucophaeus pipixcan,576,Regular Breeder_Espèce qui niche régulièrement,-60.8,Decreasing_Diminution,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Heermann's Gull,Goéland de Heermann,Larus heermanni,579,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Mew Gull,Goéland cendré,Larus canus,580,Regular Breeder_Espèce qui niche régulièrement,-71.1,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Ring-billed Gull,Goéland à bec cerclé,Larus delawarensis,581,Regular Breeder_Espèce qui niche régulièrement,292,Increasing_Augmentation,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Western Gull,Goéland d'Audubon,Larus occidentalis,582,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
California Gull,Goéland de Californie,Larus californicus,584,Regular Breeder_Espèce qui niche régulièrement,69,Increasing_Augmentation,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Herring Gull,Goéland argenté,Larus argentatus,585,Regular Breeder_Espèce qui niche régulièrement,-67,Decreasing_Diminution,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Iceland Gull,Goéland arctique,Larus glaucoides,587,Regular Breeder_Espèce qui niche régulièrement,53.5,Increasing_Augmentation,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Lesser Black-backed Gull,Goéland brun,Larus fuscus,588,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Glaucous-winged Gull,Goéland à ailes grises,Larus glaucescens,590,Regular Breeder_Espèce qui niche régulièrement,-16.3,Stable_Stables,BBS,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Glaucous Gull,Goéland bourgmestre,Larus hyperboreus,591,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Great Black-backed Gull,Goéland marin,Larus marinus,592,Regular Breeder_Espèce qui niche régulièrement,-55.9,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Caspian Tern,Sterne caspienne,Hydroprogne caspia,607,Regular Breeder_Espèce qui niche régulièrement,535,Increasing_Augmentation,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Black Tern,Guifette noire,Chlidonias niger,609,Regular Breeder_Espèce qui niche régulièrement,-64.7,Decreasing_Diminution,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Roseate Tern,Sterne de Dougall,Sterna dougallii,612,Regular Breeder_Espèce qui niche régulièrement,-40.1,Decreasing_Diminution,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Common Tern,Sterne pierregarin,Sterna hirundo,613,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Arctic Tern,Sterne arctique,Sterna paradisaea,614,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,Included_Inclus,,,,,,,,,,,,,,,
Forster's Tern,Sterne de Forster,Sterna forsteri,615,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Red-throated Loon,Plongeon catmarin,Gavia stellata,625,Regular Breeder_Espèce qui niche régulièrement,372,Increasing_Augmentation,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Pacific Loon,Plongeon du Pacifique,Gavia pacifica,627,Regular Breeder_Espèce qui niche régulièrement,93.6,Increasing_Augmentation,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Common Loon,Plongeon huard,Gavia immer,628,Regular Breeder_Espèce qui niche régulièrement,86.7,Increasing_Augmentation,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Yellow-billed Loon,Plongeon à bec blanc,Gavia adamsii,629,Regular Breeder_Espèce qui niche régulièrement,-86.8,Decreasing_Diminution,CBC NA_RON AmN,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
Laysan Albatross,Albatros de Laysan,Phoebastria immutabilis,637,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Black-footed Albatross,Albatros à pieds noirs,Phoebastria nigripes,638,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Short-tailed Albatross,Albatros à queue courte,Phoebastria albatrus,640,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Northern Fulmar,Fulmar boréal,Fulmarus glacialis,641,Regular Breeder_Espèce qui niche régulièrement,-13.2,Stable_Stables,Seabird Colonies - Arctic_Colonies oiseaux de mer - Arctique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Murphy's Petrel,Pétrel de Murphy,Pterodroma ultima,647,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Mottled Petrel,Pétrel maculé,Pterodroma inexpectata,648,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Cory's Shearwater,Puffin cendré,Calonectris diomedea,667,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Buller's Shearwater,Puffin de Buller,Ardenna bulleri,670,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Short-tailed Shearwater,Puffin à bec grêle,Ardenna tenuirostris,671,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Sooty Shearwater,Puffin fuligineux,Ardenna grisea,672,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Great Shearwater,Puffin majeur,Ardenna gravis,673,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Pink-footed Shearwater,Puffin à pieds roses,Ardenna creatopus,674,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Flesh-footed Shearwater,Puffin à pieds pâles,Ardenna carneipes,675,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Manx Shearwater,Puffin des Anglais,Puffinus puffinus,678,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Wilson's Storm-Petrel,Océanite de Wilson,Oceanites oceanicus,685,Regular Non-breeder_Espèce non-reproductrice avec présence régulière,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Fork-tailed Storm-Petrel,Océanite à queue fourchue,Oceanodroma furcata,689,Regular Breeder_Espèce qui niche régulièrement,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Leach's Storm-Petrel,Océanite cul-blanc,Oceanodroma leucorhoa,692,Regular Breeder_Espèce qui niche régulièrement,-40.4,Decreasing_Diminution,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Northern Gannet,Fou de Bassan,Morus bassanus,715,Regular Breeder_Espèce qui niche régulièrement,280,Increasing_Augmentation,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Brandt's Cormorant,Cormoran de Brandt,Phalacrocorax penicillatus,716,Regular and Occasional Breeder_Présence régulière et nicheur occasionnelle,,,No acceptable data available_On ne dispose pas de données acceptables,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Double-crested Cormorant,Cormoran à aigrettes,Phalacrocorax auritus,718,Regular Breeder_Espèce qui niche régulièrement,149,Increasing_Augmentation,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Great Cormorant,Grand Cormoran,Phalacrocorax carbo,719,Regular Breeder_Espèce qui niche régulièrement,31.3,Stable_Stables,Seabird Colonies - Atlantic_Colonies oiseaux de mer - Atlantique,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
Pelagic Cormorant,Cormoran pélagique,Phalacrocorax pelagicus,721,Regular Breeder_Espèce qui niche régulièrement,-1.27,Stable_Stables,CBC NA_RON AmN,Included_Inclus,,,,,Included_Inclus,,,,,,,,,,,,,,,
American White Pelican,Pélican d'Amérique,Pelecanus erythrorhynchos,723,Regular Breeder_Espèce qui niche régulièrement,1070,Increasing_Augmentation,BBS,Included_Inclus,,,,Included_Inclus,,,,,,,,,,,,,,,,
